Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Egypt,EGY,880939.2289,856035.9332,888426.5252,919196.5326,875908.705,944826.4056,1013216.653,1086840.401,1118140.457,1175306.438,1183682.634,1318451.958,1320196.932,1328790.716,1308725.268,1544081.206,1646457.132,1842116.135,1860717.627,1865302.173,1938258.628,2031245.028,2045232.373,1877955.227,1862770.457
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,El Salvador,SLV,82808.07952,87768.72576,95845.52351,98986.33526,102304.7929,107917.8264,106681.4643,113952.2193,119070.5823,124310.3625,124569.7767,126172.7768,126482.7256,128718.5187,130775.4935,137271.8161,139228.3496,123566.2844,117014.2774,104699.1401,105322.8059,106500.9714,97443.7088,92260.24106,95147.66768
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Equatorial Guinea,GNQ,4638.75,4673.91,4664.78,4974.48,4704.18,4766.29,5145.17,6003.33,5800.44,6366.8,7507.87,16725.58,26077.7,27007.2,32590.89,51009.14,60597.25,70247.68,63953.16,66041.79,67103.65,69756.85,73741.1,66366.98,69121.3
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Eritrea,ERI,0,0,25775.74112,27704.85109,29021.18101,30777.87856,32237.10396,32716.8275,21362.1003,21689.08938,22103.1639,23606.01576,24405.73643,24970.32641,19714.25956,19242.57467,18908.80297,19076.1075,19124.42317,19789.45448,20398.04773,20974.10954,21557.58199,22020.22339,22495.63453
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Estonia,EST,234305.5953,222035.9686,144200.2165,122112.8787,118588.5561,105824.7194,124080.591,120930.945,110791.0597,100712.1761,100565.0938,110467.5876,108683.8014,113969.5108,116297.4972,118013.834,118714.5369,127236.5171,126659.1992,114497.55,120305.7302,117387.2794,118797.5192,119103.3231,116655.0499
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Ethiopia,ETH,770514.4304,797595.4065,818194.5043,852761.7718,885945.6787,918513.1631,950780.9982,981471.4145,1011983.306,1040626.167,1073919.057,1115541.668,1149625.947,1186715.175,1222424.225,1251591.316,1289489.141,1329491.377,1367847.364,1405118.383,1448750.575,1498777.224,1546136.003,1602048.498,1649039.718
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Faeroe Islands,FRO,9352.88,8726.24,8572.28,7600.04,7657.07,7549.61,7952.07,7815.98,8154.2,8439.93,9024.73,9952.53,9647.54,9494.83,9801.77,9558.89,9006.23,9083.97,8168.18,7369.22,7862.77,7180.48,7595.87,8794.9,7947.04
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Falkland Islands (Malvinas),FLK,403.83,403.24,403.24,403.24,404.88,408.48,496.58,496.58,434.44,434.38,434.28,445.52,481.18,524.67,578.3,580.02,667.71,668.34,669,669.13,673.19,656.35,669.79,670.04,670.4
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Fiji,FJI,18177.18,21397.79,21768.75,21732.23,23860.92,21738.57,22390.32,19766.9,17305.85,19990.87,19823.84,21976.07,19679.82,20962.87,24985.62,20747.01,22985.27,21758.05,19996.47,16808.97,18129.43,19070.23,17556.31,19334.07,20246.4
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Finland,FIN,874447.6374,857755.2007,856488.8193,859148.9027,903751.553,889744.1949,909440.9536,936726.5386,971675.5166,975986.5809,979976.5175,1002073.024,1027217.27,1041283.076,1050485.746,1011091.266,1062682.02,1060748.682,1024013.196,958019.138,1056002.818,999694.2521,1010030.917,989967.1434,979514.2111
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,France,FRA,5434380.864,5794181.267,5816905.878,5752018.182,5651301.191,5721397.224,5990456.232,5889252.986,6042230.159,6071382.848,6128135.173,6355446.091,6224770.076,6346281.395,6416317.348,6359487.651,6241149.13,6103504.647,6184753.102,5960579.018,6159011.567,5688102.116,5864272.026,6024983.976,5595644.886
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,French Guiana,GUF,6453.05,6694.86,6820.42,6709.68,6409.44,6143.91,5483.75,5591.78,6036.66,6264.11,6299.38,6953.53,7054.95,6960.61,7159.18,7517.12,7372.74,8206.15,8286.03,8393.73,8410.22,8552.93,8794.16,8787,8907.13
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,French Polynesia,PYF,4336.39,4246.69,4175.82,4107.65,4500.33,4644.09,5008.16,5101.42,5440.37,5495.4,5079.24,6912.29,7214.2,7356.39,7450.83,7650.98,6765.95,7794.09,7931.54,7977.75,8226.42,7883.87,7781.17,7724.19,7534.19
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Gabon,GAB,42186.11306,45258.1357,46765.71864,48406.7349,48829.6017,50887.2883,52127.879,54118.4512,55728.90382,55753.18726,55904.91689,57791.07029,70604.68795,84502.64495,99129.23075,116355.9031,132233.7559,146441.9548,163061.2481,178298.2693,199597.3164,156753.3733,136813.7383,207264.1846,196236.5302
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Gambia,GMB,5443.21,5610.45,5791.81,5997.02,5736.29,5878.68,5824.03,5947.4,6018.25,6211.88,6855.16,7321.59,7274.94,7378.51,7535.88,7640.51,7819.56,8739.64,8848.14,10231.74,9654.87,9819.07,9993.19,9835.7,10834.85
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Georgia,GEO,360598.7845,308032.4219,262128.5979,245429.3368,144444.4744,93526.62246,129163.5336,112990.2183,101534.0449,95495.13022,95492.36693,80110.77548,80263.13314,83330.46655,84234.73162,82216.69402,83538.59238,94838.93305,95368.14457,98320.50846,105317.0699,114597.6564,122587.7455,136002.9226,151781.6321
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Germany,DEU,9120248.791,9058459.62,8781207.086,8843197.266,8641109.431,8779152.414,9179162.678,8991557.068,8926672.763,8754047.147,8638440.514,8812552.193,8671255.271,8839115.931,8763328.404,8626259.145,8820320.967,8247962.045,8551613.944,8118725.87,8638160.04,8211583.065,8300447.226,8524131.747,8130876.006
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Ghana,GHA,177709.982,179820.5898,191024.006,196879.6227,203303.1368,215017.4264,225352.5422,229975.1043,236373.9583,251812.3227,222921.0162,217107.9794,211186.4625,197632.3256,200114.3443,196289.3257,198053.6851,197273.9355,198422.7934,221181.359,220704.6081,238424.5692,260957.7174,271857.8838,277282.3018
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Gibraltar,GIB,1429.834068,2154.652884,2618.675928,2633.07852,3197.6685,3119.668416,3169.491336,3302.296632,3488.483628,3632.090868,3775.65624,3908.461536,3961.843236,4022.4681,4459.863096,4577.470308,4767.29982,4696.501032,4736.10816,5237.728668,5287.50972,5097.722076,5197.326048,5541.522876,6004.122408
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Greece,GRC,577530.2902,594877.4168,597362.7432,597114.5915,604006.2318,622071.897,669650.2735,690657.3332,726300.9013,719478.3851,742571.6854,770227.8021,784884.491,826973.261,816888.8926,838647.6085,857152.8458,877509.6117,847778.1819,823802.7229,767000.0305,759050.2603,684435.7065,611811.0131,617459.4669
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Greenland,GRL,7660.5,7446.8,6506,6807,6807,6807,6937.3,7024.6,7110.6,7292.48,8412.58,8502.18,8552.38,8468.64,8071.47,8139.35,8474.13,8865.36,9140.62,8233.64,7933.08,8403.65,8376.97,8303.23,7761.06
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Grenada,GRD,1170.34,1204.78,1262.88,1281.53,1315.62,1396.17,1687.91,1855.08,2072.99,2178.84,2208.75,2315.98,2408.52,2554.86,2448.55,2574.31,2717.93,2882.64,2650.85,2718.41,2786.39,2675.34,2614.37,2668.56,2756.67
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Guadeloupe,GLP,11737.01,12209.72,12137.9,12541.74,12883.75,13172.66,13550.78,14104.07,16026.65,15861.32,15996.33,17152.13,16946.66,17860.39,17408.96,17836.28,18172.69,18459.59,17423.54,17264.23,17633.98,17544.08,17772.25,18003.37,18126.47
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Guam,GUM,4377.6,4741.2,4849.2,5320.8,5682.24,5535,5851.44,5950.8,5621.76,6161.4,6267.24,6249.6,5769.36,5244.12,5719.68,5889.6,5918.4,5884.56,5885.64,5848.92,5895.72,5824.08,5628.6,5578.56,5680.8
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Guatemala,GTM,167725.1339,171543.8723,178415.6253,182500.7279,184318.3016,199885.7869,201531.7436,209556.3738,220262.5238,243607.6601,249103.0863,254743.8782,257203.8325,247102.3402,253660.5856,263122.1256,272119.3913,290417.2564,280870.8081,295327.5773,348276.9065,352071.6126,356910.5486,392387.9427,435423.4319
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Guinea,GIN,96906.74,100684.83,81068.7,81319.49,83543.89,121768.12,116978.35,94358.09,95859.13,116537.66,116187.22,117433.62,118725.64,119469.86,121090.7,122048.34,123057.85,124508.62,124494.02,125240.9,129095.46,131878.42,130916.45,128162.11,129145.54
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Guinea-Bissau,GNB,18209.56,18351.89,18514.22,18759.67,18670.56,18921.58,19032.1,19503.65,20033.11,20937.8,20893.62,21225.39,21594.14,22416.7,22887.9,23244.55,23651.38,24099.86,24313.42,24815.79,25201.43,25573.6,25954.71,26358.79,26829.15
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Guyana,GUY,20771.82,16985.55,18397.14,19298.26,21647.26,21907.57,23634.07,24387.62,24473.23,28156.28,28471.15,28836.76,29727.81,27094.46,28575.92,23765.79,22146.41,24757.32,24352.23,24323.91,23520.56,25854.25,27581.32,25437.94,26670.6
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Haiti,HTI,51420.14233,51718.74491,56808.97261,52584.74262,47660.39593,56610.60203,65862.34146,69712.69021,72218.82496,71473.19774,71167.18453,71632.58922,85110.1915,82698.5947,85183.5861,111818.6261,114930.5489,120058.9183,120772.1816,122673.5749,121866.9042,125674.1708,123359.1216,126154.9829,130960.2988
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Holy See,VAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Honduras,HND,97729.58351,97728.87175,100648.0762,102483.8205,105488.6869,106948.9171,109926.0669,118557.7412,123352.1296,112372.9165,113861.7007,121884.405,126392.1232,137345.7969,142752.5048,149604.4123,153596.0656,169529.3935,165968.4364,166541.1488,166810.8205,174035.3952,188651.2627,187332.4626,177232.4775
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Hungary,HUN,793360.1652,755287.0807,660706.6825,658412.2743,652486.8218,653871.5641,678071.8961,652233.6879,654321.6451,664797.228,654685.9804,689210.1657,691591.9525,722138.008,713900.1021,740094.1046,729308.5728,688718.7192,692837.5674,666293.5903,674651.9504,656244.726,604057.7294,630489.5421,632993.9184
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Iceland,ISL,55713.66386,55021.16714,56465.90622,57828.58402,59678.18665,59330.55665,62304.85937,62684.51839,65185.12656,68557.9289,72475.01525,73379.0291,76325.61521,76221.90817,78350.97971,78480.81238,83762.20937,91758.53682,105986.2043,107125.0558,105259.2502,105420.1071,108742.6678,113318.2959,114084.4803
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,India,IND,9625890.637,9937091.462,10124737.98,10223666.45,10600795.81,10856619,11076079.42,11484458.55,11581610.23,11934234.29,12080447.48,12162916.05,12583836.53,12722743.67,13273593.71,13900527.19,14552501.63,15352244.99,16342885.25,17750414.76,18685271.69,19402624.85,19870572.31,20633550.84,21550030.34
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Indonesia,IDN,3036636.468,3138269.908,3260328.986,3393351.619,3609000.708,3857177.758,3997062.179,4220885.116,4194186.478,4541546.266,4622835.919,4773362.516,4743292.918,4946669.073,5140989.681,5123316.905,5422581.917,5421586.003,5453806.485,5652504.31,5816100.003,5859882.417,6157505.24,6372314.708,6596512.573
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Iran (Islamic Republic of),IRN,2025140.381,2313435.264,2531914.546,2475375.622,2884857.223,2961355.083,3017028.972,3165028.375,3180937.503,3435243.316,3647070.778,3805590.102,4011802.185,4214302.545,4539522.493,4891819.564,5338015.088,5760372.104,5724165.536,5978755.675,5985438.394,6096472.247,6083928.468,6332288.774,6654531.07
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Iraq,IRQ,591353.7641,482359.5533,607634.2196,678738.2253,709485.4565,696086.0218,746851.851,738838.567,696050.0572,708192.6145,757869.792,801767.134,777756.9245,630798.1511,712606.3809,730968.0529,718755.0317,710296.1466,701001.9111,694296.5835,778158.1456,909768.4451,1032695.196,1040445.381,865465.8209
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Ireland,IRL,289737.655,295165.0876,292690.7307,297587.1933,310411.2779,315304.3074,331532.3023,342094.8032,371919.2637,393949.5772,421836.261,435793.9218,435905.1232,450561.0585,463591.8873,488027.2244,513465.4676,509078.7479,512263.1443,468201.2611,464716.085,423070.6134,415836.6604,418539.156,415532.0707
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,1900.8,1935,2016,2094.3,2022.3,2070.9,2169.9,2168.1,2169.9,2043.9,2374.2,2354.4,2277
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Israel,ISR,260842.078,265835.7581,270794.604,302185.5557,329477.2952,361731.5651,378628.6944,382102.3567,377025.6105,392089.6751,425631.051,422700.3328,429072.9774,450503.9924,458834.1753,440070.0681,457780.2321,477026.4912,509961.7859,526417.5846,562692.0198,524487.8466,552683.6838,506239.302,526908.5707
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Italy,ITA,4375919.556,4485163.175,4491735.739,4514666.508,4441801.031,4635782.091,4682474.875,4713544.071,4857887.686,5035801.397,5041057.799,5118429.696,5133114.939,5405876.334,5427240.444,5554547.927,5477900.724,5431812.639,5426092.088,5120685.502,5199032.085,4967023.661,4920561.235,4800269.53,4579683.827
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Jamaica,JAM,80859.5428,81499.62078,75862.13645,64811.45466,76474.16287,68404.48268,76520.21767,77485.86122,82276.81646,86042.38252,89703.15296,89235.11059,92865.52674,94248.04997,112785.4,116266.473,144002.5158,138642.3232,116088.4084,85885.9218,76811.70269,80889.47842,79022.91924,86397.92557,86002.56605
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Japan,JPN,10605003.96,10743508.37,10848862.08,10988411.09,11254194.64,11643013.8,11815406.33,11791791.9,11620252.8,11920262.23,12009265.26,11937914.87,12084228.96,11868159.64,11984792.33,12017770.08,12027201.39,11890617.93,11169434.3,10876504.46,11269697.27,11088885.92,11038188.17,11101662.07,10870922.45
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Jordan,JOR,92337.44566,88481.94714,101591.4878,102433.0765,110308.2798,116616.1964,118662.5368,125644.8213,127334.3207,130747.2326,142586.4144,141679.9304,145674.8493,152508.4605,171796.2526,186980.8133,188747.9778,195606.5424,181746.4759,193780.637,187913.9254,192690.1012,213958.2079,205378.408,216083.0089
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Kazakhstan,KAZ,2422404.145,2546427.963,2648921.329,2203812.866,1737930.715,1683207.146,1441231.919,1232589.566,1258454.863,1121310.953,864579.4754,859807.4026,815056.1628,941133.648,1039034.932,1232641.482,1237265.677,1514409.689,1759561.441,1463929.106,1603669.502,1774041.782,1710920.287,1761351.214,1501787.157
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Kenya,KEN,308766.3679,314259.4914,322131.0104,329568.8606,336769.5285,351233.7084,364718.0933,368939.6437,377400.5803,384272.5845,392020.4254,399973.5032,411058.8517,410148.5158,424525.1077,440985.6794,461660.8096,471697.2809,480842.5082,506526.2234,537847.2555,546216.1663,553492.0711,578349.647,611659.8278
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Kiribati,KIR,120.7,120.7,121.07,122.17,111.64,124.94,208.67,175.13,217.11,162.4,236.23,305.9,430.08,423.28,448.76,686.1,799.98,579.81,608.48,450.76,700.3,678.52,685.75,699.13,705.88
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,31866.94897,38028.91374,37975.49017,38639.43292,38762.10616,40797.2259,42143.03089,43936.36294,48557.25036,48635.25044,49480.48163,52927.85088,50959.09192,51422.52881,51285.49484
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Kuwait,KWT,149110.2024,69592.90586,202071.0453,248411.5525,238331.5385,239494.6315,221547.5365,220692.7594,269542.2903,257035.4394,297003.0509,294652.3721,296620.1262,346687.5135,348528.5331,424805.7908,432207.8857,409495.2494,432575.0262,459619.0328,493060.4279,518195.4212,549973.3588,539781.5571,593373.3508
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Kyrgyzstan,KGZ,289101.1358,259300.2889,188225.0884,146490.8566,102357.9653,74065.45496,83845.48482,79301.63452,89854.79886,76350.4848,71091.48719,59617.39432,72614.18448,82032.22361,78364.3356,75512.74799,76954.09576,93450.50644,99967.38624,92586.64399,92018.57897,113361.085,144479.3504,141150.342,128184.7854
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Lao People's Democratic Republic,LAO,54395.44,55283.83,55737.21,55974.52,56234.78,57336.89,58715.66,60541.93,62015.96,64578.67,63521.12,62018.33,64447.13,64896.28,68112.49,68688.15,69757.13,65823.78,66712.4,68107.62,68997.25,70080.39,70635.59,71878.18,72251.1
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Latvia,LVA,265498.302,257942.3841,214878.299,186373.811,168944.2464,159944.5523,157151.5799,154306.9842,149177.8611,140588.1385,135110.5899,148453.6703,150361.5951,157440.6365,161719.0019,166149.3899,172941.6355,179101.2975,170004.051,164956.445,167632.9825,157194.034,163767.6031,156374.4679,158237.8033
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Lebanon,LBN,47546.84992,67166.40406,77544.60203,114968.8581,125077.7611,147993.7504,143504.4122,160898.1378,135015.7171,143811.5558,134584.3511,144950.7004,135328.6804,136171.9019,153473.8947,145504.6978,122481.3171,103402.1532,136961.658,182844.1711,157448.5077,156431.9108,180216.9541,172991.1235,197739.9263
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Lesotho,LSO,34174.49,35365.19,36386.54,37275.95,38199.82,38944.47,39674.73,40577.77,41229.75,45162.01,45546.47,45913.96,46344.87,46692.51,47385.91,48006.73,48630.86,49436.76,50327.18,51854.35,52663.17,53643.7,54737.21,55211.68,55520.93
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Liberia,LBR,32865.24,31131.14,29416.31,27613,26375.59,26517.23,28319.67,31671.04,35361.78,38845.87,43276.15,44760.18,46409.12,48513.68,50983.07,53884.71,55310.56,57925.97,59167.44,61287.13,65051.71,68504.84,72453.96,74112.7,74157.82
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Libya,LBY,167289.5811,173828.2742,181348.7718,193776.6177,221503.4914,238862.4666,254550.4062,257619.0375,260192.5379,279315.7887,286112.8073,295271.0974,307730.5118,314179.8585,331783.8034,345399.1514,337777.082,320644.4451,345973.7059,380093.3208,417497.1871,292360.0153,337962.6828,372207.2318,361005.5321
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2641.8,2720.26,2635.71,2941.48,2840.07,2895.41,2947.36,2776.32
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Lithuania,LTU,399562.3176,418609.6199,263969.8688,203842.6897,196377.8765,190588.1602,186072.1102,187864.1443,186010.7317,168504.2974,156495.0059,162562.2234,169664.7528,174764.652,182476.277,190312.5012,202060.9551,211847.8932,208011.9889,189828.8002,196225.6864,194146.8564,198894.3945,194113.2783,197729.7524
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Luxembourg,LUX,115405.5414,124677.838,126122.284,129240.487,126624.5744,115193.2706,119285.6164,120015.5431,120248.5385,125477.9773,134028.344,140104.3956,140295.1881,149841.2596,166715.7383,170102.5246,168404.3166,164294.1769,165740.2977,153722.7581,163686.8397,163620.3533,159976.4557,157763.3132,150993.8438
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Madagascar,MDG,73036.75,75865.47,78387.69,81287.68,86326.15,90095.62,92136.7,87201.47,80265.41,92397.32,91971.75,97050.18,89302.22,94604.34,97633.98,98970.35,115153.25,115550.21,116671.11,115521.98,113747.09,117284.4,121035.18,118500.23,120580.09
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Malawi,MWI,54493.26,54985.38,55548.78,52070.78,54798.43,53845.87,52823.18,52614.61,52737.23,53361.76,53122.98,54070.69,55437.46,56178.6,55987.12,55619.52,55161.8,56527.61,60270.79,59386.18,62216.24,63018.49,63031.98,63918.87,64338.91
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Malaysia,MYS,547298.5379,594779.6969,654325.3295,682211.5527,752979.1491,818360.1341,949680.9165,1006441.908,986595.2203,1072485.203,1152052.155,1217899.592,1284451.709,1343501.415,1458152.076,1500068.099,1554035.49,1713840.329,1745776.109,1525335.646,1623738.76,1593486.785,1674056.015,1864966.601,1970943.008
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Maldives,MDV,1899.28,1955.17,2864.86,2425.95,2394.73,3044.84,3279.45,3908.11,3532.53,4932.84,5218.87,5464.84,7044.71,5953.3,7845.67,7222.37,8970.05,9215.41,9792.79,10343.58,11351.45,11942.8,13556.02,13368.13,16031.14
Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,Mali,MLI,37728.89,39228.15,39699.97,41688.7,42438.39,42754.47,46060.11,46688.47,48243.42,48905.06,49428.51,50435.6,50765.54,51085.4,52146.37,52615.76,53683.97,54458.69,55105.22,56167.96,57016.97,57479.84,58696.09,56720.65,59588.24
